Store_Id,Channel_Id,Retailer,Distributor_Name,Region,Country,State,City,Tier
S374,CH003,GT154,,East,India,West Bengal,Durgapur,Tier 3
S375,CH003,GT155,,East,India,West Bengal,Durgapur,Tier 3
S376,CH003,GT156,,East,India,West Bengal,Durgapur,Tier 3
S377,CH003,GT157,,East,India,West Bengal,Durgapur,Tier 3
S378,CH003,GT158,,East,India,West Bengal,Durgapur,Tier 3
S379,CH003,GT159,,East,India,West Bengal,Durgapur,Tier 3
S380,CH003,GT160,,East,India,West Bengal,Durgapur,Tier 3
S381,CH003,GT161,,East,India,West Bengal,Siliguri,Tier 3
S382,CH003,GT162,,East,India,West Bengal,Siliguri,Tier 3
S383,CH003,GT163,,East,India,West Bengal,Siliguri,Tier 3
S384,CH003,GT164,,East,India,West Bengal,Siliguri,Tier 3
S385,CH003,GT165,,East,India,West Bengal,Siliguri,Tier 3
S386,CH003,GT166,,East,India,West Bengal,Siliguri,Tier 3
S387,CH003,GT167,,East,India,West Bengal,Siliguri,Tier 3
S388,CH003,GT168,,East,India,West Bengal,Siliguri,Tier 3
S389,CH003,GT169,,East,India,West Bengal,Siliguri,Tier 3
S390,CH003,GT170,,East,India,West Bengal,Siliguri,Tier 3
S391,CH003,GT171,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S392,CH003,GT172,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S393,CH003,GT173,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S394,CH003,GT174,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S395,CH003,GT175,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S396,CH003,GT176,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S397,CH003,GT177,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S398,CH003,GT178,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S399,CH003,GT179,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S400,CH003,GT180,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S401,CH003,GT181,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S402,CH003,GT182,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S403,CH003,GT183,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S404,CH003,GT184,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S405,CH003,GT185,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S406,CH003,GT186,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S407,CH003,GT187,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S408,CH003,GT188,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S409,CH003,GT189,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S410,CH003,GT190,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S411,CH003,GT191,,North,India,Punjab,Jalandhar,Tier 3
S412,CH003,GT192,,North,India,Punjab,Jalandhar,Tier 3
S413,CH003,GT193,,North,India,Punjab,Jalandhar,Tier 3
S414,CH003,GT194,,North,India,Punjab,Jalandhar,Tier 3
S415,CH003,GT195,,North,India,Punjab,Jalandhar,Tier 3
S416,CH003,GT196,,North,India,Punjab,Jalandhar,Tier 3
S417,CH003,GT197,,North,India,Punjab,Jalandhar,Tier 3
S418,CH003,GT198,,North,India,Punjab,Jalandhar,Tier 3
S419,CH003,GT199,,North,India,Punjab,Jalandhar,Tier 3
S420,CH003,GT200,,North,India,Punjab,Jalandhar,Tier 3
S421,CH003,GT201,,West,India,Gujarat,Rajkot,Tier 3
S422,CH003,GT202,,West,India,Gujarat,Rajkot,Tier 3
S423,CH003,GT203,,West,India,Gujarat,Rajkot,Tier 3
S424,CH003,GT204,,West,India,Gujarat,Rajkot,Tier 3
S425,CH003,GT205,,West,India,Gujarat,Rajkot,Tier 3
S426,CH003,GT206,,West,India,Gujarat,Rajkot,Tier 3
S427,CH003,GT207,,West,India,Gujarat,Rajkot,Tier 3
S428,CH003,GT208,,West,India,Gujarat,Rajkot,Tier 3
S429,CH003,GT209,,West,India,Gujarat,Rajkot,Tier 3
S430,CH003,GT210,,West,India,Gujarat,Rajkot,Tier 3
S431,CH004,Delhi Airport Outlet,,North,India,Delhi,Delhi,Tier 1
S432,CH004,Delhi Hotel,,North,India,Delhi,Delhi,Tier 1
S433,CH004,Delhi Travel Outlet,,North,India,Delhi,Delhi,Tier 1
S434,CH004,Mumbai Airport Outlet,,West,India,Maharashtra,Mumbai,Tier 1
S435,CH004,Mumbai Hotel,,West,India,Maharashtra,Mumbai,Tier 1
S436,CH004,Mumbai Travel Outlet,,West,India,Maharashtra,Mumbai,Tier 1
S437,CH004,Bengaluru Airport Outlet,,South,India,Karnataka,Bengaluru,Tier 1
S438,CH004,Bengaluru Hotel,,South,India,Karnataka,Bengaluru,Tier 1
S439,CH004,Bengaluru Travel Outlet,,South,India,Karnataka,Bengaluru,Tier 1
S440,CH004,Chennai Airport Outlet,,South,India,Tamil Nadu,Chennai,Tier 1
S441,CH004,Chennai Hotel,,South,India,Tamil Nadu,Chennai,Tier 1
S442,CH004,Chennai Travel Outlet,,South,India,Tamil Nadu,Chennai,Tier 1
S443,CH004,Hyderabad Airport Outlet,,South,India,Telangana,Hyderabad,Tier 1
S444,CH004,Hyderabad Hotel,,South,India,Telangana,Hyderabad,Tier 1
S445,CH004,Hyderabad Travel Outlet,,South,India,Telangana,Hyderabad,Tier 1
S446,CH005,,Distributor_01,North,India,Delhi,Delhi,Tier 1
S447,CH005,,Distributor_02,North,India,Delhi,Delhi,Tier 1
S448,CH005,,Distributor_03,North,India,Delhi,Delhi,Tier 1
S449,CH005,,Distributor_04,North,India,Delhi,Delhi,Tier 1
S450,CH005,,Distributor_05,North,India,Delhi,Delhi,Tier 1
S451,CH005,,Distributor_01,West,India,Maharashtra,Mumbai,Tier 1
S452,CH005,,Distributor_02,West,India,Maharashtra,Mumbai,Tier 1
S453,CH005,,Distributor_03,West,India,Maharashtra,Mumbai,Tier 1
S454,CH005,,Distributor_04,West,India,Maharashtra,Mumbai,Tier 1
S455,CH005,,Distributor_05,West,India,Maharashtra,Mumbai,Tier 1
S456,CH005,,Distributor_01,South,India,Karnataka,Bengaluru,Tier 1
S457,CH005,,Distributor_02,South,India,Karnataka,Bengaluru,Tier 1
S458,CH005,,Distributor_03,South,India,Karnataka,Bengaluru,Tier 1
S459,CH005,,Distributor_04,South,India,Karnataka,Bengaluru,Tier 1
S460,CH005,,Distributor_05,South,India,Karnataka,Bengaluru,Tier 1
S461,CH005,,Distributor_01,South,India,Tamil Nadu,Chennai,Tier 1
S462,CH005,,Distributor_02,South,India,Tamil Nadu,Chennai,Tier 1
S463,CH005,,Distributor_03,South,India,Tamil Nadu,Chennai,Tier 1
S464,CH005,,Distributor_04,South,India,Tamil Nadu,Chennai,Tier 1
S465,CH005,,Distributor_05,South,India,Tamil Nadu,Chennai,Tier 1
S466,CH005,,Distributor_01,South,India,Telangana,Hyderabad,Tier 1
S467,CH005,,Distributor_02,South,India,Telangana,Hyderabad,Tier 1
S468,CH005,,Distributor_03,South,India,Telangana,Hyderabad,Tier 1
S469,CH005,,Distributor_04,South,India,Telangana,Hyderabad,Tier 1
S470,CH005,,Distributor_05,South,India,Telangana,Hyderabad,Tier 1
S471,CH005,,Distributor_01,North,India,Chandigarh,Chandigarh,Tier 2
S472,CH005,,Distributor_02,North,India,Chandigarh,Chandigarh,Tier 2
S473,CH005,,Distributor_03,North,India,Chandigarh,Chandigarh,Tier 2
S474,CH005,,Distributor_01,Central,India,Madhya Pradesh,Indore,Tier 2
S475,CH005,,Distributor_02,Central,India,Madhya Pradesh,Indore,Tier 2
S476,CH005,,Distributor_03,Central,India,Madhya Pradesh,Indore,Tier 2
S477,CH005,,Distributor_01,West,India,Rajasthan,Udaipur,Tier 2
S478,CH005,,Distributor_02,West,India,Rajasthan,Udaipur,Tier 2
S479,CH005,,Distributor_03,West,India,Rajasthan,Udaipur,Tier 2
S480,CH005,,Distributor_01,North,India,Punjab,Amritsar,Tier 2
S481,CH005,,Distributor_02,North,India,Punjab,Amritsar,Tier 2
S482,CH005,,Distributor_03,North,India,Punjab,Amritsar,Tier 2
S483,CH005,,Distributor_01,West,India,Maharashtra,Nagpur,Tier 2
S484,CH005,,Distributor_02,West,India,Maharashtra,Nagpur,Tier 2
S485,CH005,,Distributor_03,West,India,Maharashtra,Nagpur,Tier 2
S486,CH005,,Distributor_01,South,India,Karnataka,Mysuru,Tier 2
S487,CH005,,Distributor_02,South,India,Karnataka,Mysuru,Tier 2
S488,CH005,,Distributor_03,South,India,Karnataka,Mysuru,Tier 2
S489,CH005,,Distributor_01,South,India,Tamil Nadu,Coimbatore,Tier 2
S490,CH005,,Distributor_02,South,India,Tamil Nadu,Coimbatore,Tier 2
S491,CH005,,Distributor_03,South,India,Tamil Nadu,Coimbatore,Tier 2
S492,CH005,,Distributor_01,South,India,Karnataka,Hubballi,Tier 3
S493,CH005,,Distributor_02,South,India,Karnataka,Hubballi,Tier 3
S494,CH005,,Distributor_01,South,India,Tamil Nadu,Madurai,Tier 3
S495,CH005,,Distributor_02,South,India,Tamil Nadu,Madurai,Tier 3
S496,CH005,,Distributor_01,South,India,Tamil Nadu,Salem,Tier 3
S497,CH005,,Distributor_02,South,India,Tamil Nadu,Salem,Tier 3
S498,CH005,,Distributor_01,East,India,West Bengal,Durgapur,Tier 3
S499,CH005,,Distributor_02,East,India,West Bengal,Durgapur,Tier 3
S500,CH005,,Distributor_01,East,India,West Bengal,Siliguri,Tier 3
S501,CH005,,Distributor_02,East,India,West Bengal,Siliguri,Tier 3
S502,CH005,,Distributor_01,Central,India,Madhya Pradesh,Bhopal,Tier 3
S503,CH005,,Distributor_02,Central,India,Madhya Pradesh,Bhopal,Tier 3
S504,CH005,,Distributor_01,Central,India,Madhya Pradesh,Gwalior,Tier 3
S505,CH005,,Distributor_02,Central,India,Madhya Pradesh,Gwalior,Tier 3
S506,CH005,,Distributor_01,North,India,Punjab,Jalandhar,Tier 3
S507,CH005,,Distributor_02,North,India,Punjab,Jalandhar,Tier 3
S508,CH005,,Distributor_01,West,India,Gujarat,Rajkot,Tier 3
S509,CH005,,Distributor_02,West,India,Gujarat,Rajkot,Tier 3
